,Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches),Year
13861,1976-03-13,33.0,10.0,0.00,0.00,3.00,1976
13862,1976-03-14,33.0,22.0,T,T,2.00,1976
13863,1976-03-15,37.0,16.0,0.01,0.30,2.00,1976
13864,1976-03-16,25.0,16.0,0.00,0.00,2.00,1976
13865,1976-03-17,38.0,18.0,0.00,0.00,2.00,1976
13866,1976-03-18,59.0,34.0,0.00,0.00,1.00,1976
13867,1976-03-19,65.0,36.0,0.03,0.00,T,1976
13868,1976-03-20,55.0,20.0,T,T,0.00,1976
13869,1976-03-21,30.0,17.0,T,T,T,1976
13870,1976-03-22,48.0,17.0,0.00,0.00,0.00,1976
13871,1976-03-23,65.0,34.0,0.00,0.00,0.00,1976
13872,1976-03-24,54.0,30.0,T,0.00,0.00,1976
13873,1976-03-25,64.0,27.0,0.00,0.00,0.00,1976
13874,1976-03-26,53.0,38.0,0.31,0.00,0.00,1976
13875,1976-03-27,47.0,34.0,0.00,0.00,0.00,1976
13876,1976-03-28,62.0,33.0,0.07,0.00,0.00,1976
13877,1976-03-29,50.0,41.0,0.49,0.00,0.00,1976
13878,1976-03-30,45.0,36.0,0.24,0.30,0.00,1976
13879,1976-03-31,53.0,33.0,0.00,0.00,0.00,1976
13880,1976-04-01,58.0,26.0,0.00,0.00,0.00,1976
13881,1976-04-02,70.0,34.0,0.00,0.00,0.00,1976
13882,1976-04-03,52.0,33.0,T,0.00,0.00,1976
13883,1976-04-04,55.0,26.0,0.00,0.00,0.00,1976
13884,1976-04-05,69.0,37.0,0.00,0.00,0.00,1976
13885,1976-04-06,67.0,33.0,0.00,0.00,0.00,1976
13886,1976-04-07,62.0,41.0,0.00,0.00,0.00,1976
13887,1976-04-08,62.0,34.0,0.00,0.00,0.00,1976
13888,1976-04-09,68.0,36.0,0.00,0.00,0.00,1976
13889,1976-04-10,63.0,38.0,0.01,0.00,0.00,1976
13890,1976-04-11,52.0,31.0,0.00,0.00,0.00,1976
13891,1976-04-12,60.0,30.0,0.00,0.00,0.00,1976
13892,1976-04-13,78.0,44.0,0.00,0.00,0.00,1976
13893,1976-04-14,83.0,57.0,0.10,0.00,0.00,1976
13894,1976-04-15,82.0,50.0,0.01,0.00,0.00,1976
13895,1976-04-16,81.0,65.0,T,0.00,0.00,1976
13896,1976-04-17,69.0,61.0,0.02,0.00,0.00,1976
13897,1976-04-18,62.0,41.0,0.15,0.00,0.00,1976
13898,1976-04-19,66.0,36.0,0.00,0.00,0.00,1976
13899,1976-04-20,66.0,44.0,0.00,0.00,0.00,1976
13900,1976-04-21,64.0,44.0,0.00,0.00,0.00,1976
13901,1976-04-22,58.0,40.0,T,0.00,0.00,1976
13902,1976-04-23,55.0,42.0,0.47,0.00,0.00,1976
13903,1976-04-24,47.0,43.0,0.03,0.00,0.00,1976
13904,1976-04-25,58.0,36.0,0.00,0.00,0.00,1976
13905,1976-04-26,62.0,31.0,0.00,0.00,0.00,1976
13906,1976-04-27,57.0,36.0,0.00,0.00,0.00,1976
13907,1976-04-28,62.0,37.0,0.00,0.00,0.00,1976
13908,1976-04-29,67.0,41.0,T,0.00,0.00,1976
13909,1976-04-30,63.0,43.0,0.01,0.00,0.00,1976
13910,1976-05-01,57.0,42.0,0.00,0.00,0.00,1976
13911,1976-05-02,43.0,35.0,0.08,1.20,0.00,1976
13912,1976-05-03,55.0,34.0,0.00,0.00,0.00,1976
13913,1976-05-04,74.0,33.0,0.00,0.00,0.00,1976
13914,1976-05-05,64.0,41.0,0.01,0.00,0.00,1976
13915,1976-05-06,57.0,32.0,0.00,0.00,0.00,1976
13916,1976-05-07,60.0,34.0,0.00,0.00,0.00,1976
13917,1976-05-08,78.0,37.0,0.00,0.00,0.00,1976
13918,1976-05-09,84.0,48.0,0.00,0.00,0.00,1976
13919,1976-05-10,72.0,54.0,0.00,0.00,0.00,1976
13920,1976-05-11,68.0,43.0,0.00,0.00,0.00,1976
13921,1976-05-12,74.0,48.0,0.19,0.00,0.00,1976
13922,1976-05-13,63.0,48.0,0.10,0.00,0.00,1976
13923,1976-05-14,78.0,43.0,0.00,0.00,0.00,1976
13924,1976-05-15,79.0,47.0,0.00,0.00,0.00,1976
13925,1976-05-16,68.0,54.0,0.08,0.00,0.00,1976
13926,1976-05-17,70.0,48.0,0.00,0.00,0.00,1976
13927,1976-05-18,75.0,40.0,0.00,0.00,0.00,1976
13928,1976-05-19,85.0,51.0,0.00,0.00,0.00,1976
13929,1976-05-20,82.0,53.0,0.00,0.00,0.00,1976
13930,1976-05-21,72.0,55.0,T,0.00,0.00,1976
13931,1976-05-22,72.0,55.0,T,0.00,0.00,1976
13932,1976-05-23,72.0,49.0,0.00,0.00,0.00,1976
13933,1976-05-24,74.0,48.0,0.00,0.00,0.00,1976
13934,1976-05-25,76.0,44.0,0.00,0.00,0.00,1976
13935,1976-05-26,80.0,53.0,0.00,0.00,0.00,1976
13936,1976-05-27,82.0,51.0,0.65,0.00,0.00,1976
13937,1976-05-28,68.0,59.0,0.02,0.00,0.00,1976
13938,1976-05-29,66.0,57.0,0.00,0.00,0.00,1976
13939,1976-05-30,76.0,58.0,0.00,0.00,0.00,1976
13940,1976-05-31,73.0,58.0,0.00,0.00,0.00,1976
13941,1976-06-01,81.0,58.0,0.00,0.00,0.00,1976
13942,1976-06-02,83.0,58.0,0.00,0.00,0.00,1976
13943,1976-06-03,84.0,58.0,0.00,0.00,0.00,1976
13944,1976-06-04,84.0,57.0,0.00,0.00,0.00,1976
13945,1976-06-05,87.0,56.0,0.00,0.00,0.00,1976
13946,1976-06-06,90.0,59.0,0.00,0.00,0.00,1976
13947,1976-06-07,91.0,70.0,0.00,0.00,0.00,1976
13948,1976-06-08,93.0,70.0,0.00,0.00,0.00,1976
13949,1976-06-09,95.0,69.0,0.26,0.00,0.00,1976
13950,1976-06-10,88.0,67.0,0.23,0.00,0.00,1976
13951,1976-06-11,92.0,71.0,0.00,0.00,0.00,1976
13952,1976-06-12,93.0,68.0,T,0.00,0.00,1976
13953,1976-06-13,95.0,61.0,0.00,0.00,0.00,1976
13954,1976-06-14,91.0,60.0,0.13,0.00,0.00,1976
13955,1976-06-15,70.0,55.0,0.22,0.00,0.00,1976
13956,1976-06-16,75.0,52.0,0.01,0.00,0.00,1976
13957,1976-06-17,88.0,60.0,1.45,0.00,0.00,1976
13958,1976-06-18,69.0,52.0,0.54,0.00,0.00,1976
13959,1976-06-19,76.0,47.0,T,0.00,0.00,1976
13960,1976-06-20,87.0,53.0,0.00,0.00,0.00,1976
13961,1976-06-21,89.0,62.0,0.00,0.00,0.00,1976
13962,1976-06-22,87.0,59.0,0.00,0.00,0.00,1976
13963,1976-06-23,83.0,62.0,0.00,0.00,0.00,1976
13964,1976-06-24,68.0,59.0,0.18,0.00,0.00,1976
13965,1976-06-25,82.0,57.0,0.00,0.00,0.00,1976
13966,1976-06-26,80.0,63.0,0.34,0.00,0.00,1976
13967,1976-06-27,79.0,53.0,0.00,0.00,0.00,1976
13968,1976-06-28,80.0,59.0,0.16,0.00,0.00,1976
13969,1976-06-29,72.0,59.0,0.34,0.00,0.00,1976
13970,1976-06-30,80.0,56.0,0.00,0.00,0.00,1976
13971,1976-07-01,81.0,53.0,0.03,0.00,0.00,1976
13972,1976-07-02,81.0,54.0,0.00,0.00,0.00,1976
13973,1976-07-03,87.0,58.0,0.00,0.00,0.00,1976
13974,1976-07-04,88.0,60.0,0.00,0.00,0.00,1976
13975,1976-07-05,89.0,59.0,0.00,0.00,0.00,1976
13976,1976-07-06,89.0,64.0,T,0.00,0.00,1976
13977,1976-07-07,88.0,65.0,0.00,0.00,0.00,1976
13978,1976-07-08,90.0,61.0,0.00,0.00,0.00,1976
13979,1976-07-09,99.0,73.0,0.00,0.00,0.00,1976
13980,1976-07-10,99.0,77.0,T,0.00,0.00,1976
13981,1976-07-11,93.0,67.0,0.00,0.00,0.00,1976
13982,1976-07-12,81.0,59.0,0.00,0.00,0.00,1976
13983,1976-07-13,100.0,69.0,0.00,0.00,0.00,1976
13984,1976-07-14,92.0,72.0,T,0.00,0.00,1976
13985,1976-07-15,85.0,65.0,0.08,0.00,0.00,1976
13986,1976-07-16,77.0,55.0,0.00,0.00,0.00,1976
13987,1976-07-17,84.0,52.0,0.00,0.00,0.00,1976
13988,1976-07-18,92.0,60.0,0.00,0.00,0.00,1976
13989,1976-07-19,88.0,70.0,0.45,0.00,0.00,1976
13990,1976-07-20,90.0,73.0,T,0.00,0.00,1976
13991,1976-07-21,86.0,67.0,0.00,0.00,0.00,1976
13992,1976-07-22,90.0,63.0,T,0.00,0.00,1976
13993,1976-07-23,88.0,67.0,0.76,0.00,0.00,1976
13994,1976-07-24,88.0,59.0,0.00,0.00,0.00,1976
13995,1976-07-25,95.0,67.0,T,0.00,0.00,1976
13996,1976-07-26,89.0,70.0,0.43,0.00,0.00,1976
13997,1976-07-27,90.0,66.0,0.38,0.00,0.00,1976
13998,1976-07-28,86.0,69.0,0.00,0.00,0.00,1976
13999,1976-07-29,84.0,63.0,0.31,0.00,0.00,1976
14000,1976-07-30,88.0,66.0,0.01,0.00,0.00,1976
14001,1976-07-31,77.0,60.0,0.00,0.00,0.00,1976
14002,1976-08-01,82.0,54.0,0.00,0.00,0.00,1976
14003,1976-08-02,83.0,55.0,0.00,0.00,0.00,1976
14004,1976-08-03,86.0,59.0,0.00,0.00,0.00,1976
14005,1976-08-04,90.0,67.0,0.27,0.00,0.00,1976
14006,1976-08-05,76.0,62.0,T,0.00,0.00,1976
14007,1976-08-06,78.0,55.0,0.00,0.00,0.00,1976
14008,1976-08-07,80.0,53.0,0.00,0.00,0.00,1976
14009,1976-08-08,83.0,57.0,0.00,0.00,0.00,1976
14010,1976-08-09,87.0,60.0,T,0.00,0.00,1976
14011,1976-08-10,92.0,67.0,0.65,0.00,0.00,1976
14012,1976-08-11,85.0,62.0,0.21,0.00,0.00,1976
14013,1976-08-12,86.0,65.0,0.00,0.00,0.00,1976
14014,1976-08-13,82.0,61.0,0.01,0.00,0.00,1976
14015,1976-08-14,77.0,55.0,0.00,0.00,0.00,1976
14016,1976-08-15,77.0,52.0,0.00,0.00,0.00,1976
14017,1976-08-16,76.0,51.0,0.00,0.00,0.00,1976
14018,1976-08-17,86.0,63.0,T,0.00,0.00,1976
14019,1976-08-18,98.0,70.0,0.00,0.00,0.00,1976
14020,1976-08-19,97.0,73.0,0.00,0.00,0.00,1976
14021,1976-08-20,92.0,68.0,0.00,0.00,0.00,1976
14022,1976-08-21,97.0,67.0,0.00,0.00,0.00,1976
14023,1976-08-22,96.0,70.0,0.00,0.00,0.00,1976
14024,1976-08-23,89.0,68.0,0.00,0.00,0.00,1976
14025,1976-08-24,91.0,69.0,0.00,0.00,0.00,1976
14026,1976-08-25,89.0,64.0,0.00,0.00,0.00,1976
14027,1976-08-26,93.0,68.0,0.03,0.00,0.00,1976
14028,1976-08-27,81.0,62.0,T,0.00,0.00,1976
14029,1976-08-28,73.0,56.0,0.00,0.00,0.00,1976
14030,1976-08-29,76.0,48.0,0.00,0.00,0.00,1976
14031,1976-08-30,87.0,57.0,0.00,0.00,0.00,1976
14032,1976-08-31,81.0,59.0,0.22,0.00,0.00,1976
14033,1976-09-01,67.0,56.0,T,0.00,0.00,1976
14034,1976-09-02,82.0,53.0,0.02,0.00,0.00,1976
14035,1976-09-03,83.0,62.0,0.00,0.00,0.00,1976
14036,1976-09-04,79.0,50.0,0.00,0.00,0.00,1976
14037,1976-09-05,87.0,54.0,0.00,0.00,0.00,1976
14038,1976-09-06,92.0,59.0,0.00,0.00,0.00,1976
14039,1976-09-07,98.0,73.0,0.00,0.00,0.00,1976
14040,1976-09-08,78.0,58.0,0.22,0.00,0.00,1976
14041,1976-09-09,69.0,51.0,0.00,0.00,0.00,1976
14042,1976-09-10,81.0,43.0,0.00,0.00,0.00,1976
14043,1976-09-11,88.0,50.0,0.00,0.00,0.00,1976
14044,1976-09-12,92.0,62.0,0.00,0.00,0.00,1976
14045,1976-09-13,74.0,62.0,0.51,0.00,0.00,1976
14046,1976-09-14,62.0,50.0,T,0.00,0.00,1976
14047,1976-09-15,65.0,51.0,0.00,0.00,0.00,1976
14048,1976-09-16,73.0,43.0,0.00,0.00,0.00,1976
14049,1976-09-17,75.0,49.0,0.00,0.00,0.00,1976
14050,1976-09-18,82.0,49.0,0.00,0.00,0.00,1976
14051,1976-09-19,73.0,53.0,0.52,0.00,0.00,1976
14052,1976-09-20,67.0,46.0,0.00,0.00,0.00,1976
14053,1976-09-21,61.0,40.0,0.00,0.00,0.00,1976
14054,1976-09-22,74.0,41.0,0.00,0.00,0.00,1976
14055,1976-09-23,59.0,35.0,0.00,0.00,0.00,1976
14056,1976-09-24,68.0,37.0,0.00,0.00,0.00,1976
14057,1976-09-25,67.0,41.0,0.00,0.00,0.00,1976
14058,1976-09-26,60.0,51.0,0.14,0.00,0.00,1976
14059,1976-09-27,54.0,39.0,0.01,0.00,0.00,1976
14060,1976-09-28,62.0,34.0,0.00,0.00,0.00,1976
14061,1976-09-29,74.0,41.0,0.00,0.00,0.00,1976
14062,1976-09-30,82.0,44.0,0.00,0.00,0.00,1976
14063,1976-10-01,85.0,47.0,0.00,0.00,0.00,1976
14064,1976-10-02,79.0,48.0,0.00,0.00,0.00,1976
14065,1976-10-03,86.0,56.0,0.00,0.00,0.00,1976
14066,1976-10-04,70.0,49.0,0.22,0.00,0.00,1976
14067,1976-10-05,53.0,36.0,0.00,0.00,0.00,1976
14068,1976-10-06,51.0,26.0,0.00,0.00,0.00,1976
14069,1976-10-07,44.0,25.0,0.00,0.00,0.00,1976
14070,1976-10-08,55.0,28.0,0.01,0.00,0.00,1976
14071,1976-10-09,58.0,37.0,0.00,0.00,0.00,1976
14072,1976-10-10,67.0,35.0,0.00,0.00,0.00,1976
14073,1976-10-11,78.0,45.0,0.00,0.00,0.00,1976
14074,1976-10-12,73.0,45.0,T,0.00,0.00,1976
14075,1976-10-13,63.0,42.0,0.00,0.00,0.00,1976
14076,1976-10-14,76.0,44.0,0.00,0.00,0.00,1976
14077,1976-10-15,49.0,39.0,T,T,0.00,1976
14078,1976-10-16,40.0,34.0,T,T,0.00,1976
14079,1976-10-17,45.0,24.0,0.00,0.00,0.00,1976
14080,1976-10-18,38.0,34.0,0.16,1.30,0.00,1976
14081,1976-10-19,39.0,30.0,0.02,0.20,T,1976
14082,1976-10-20,44.0,27.0,T,T,0.00,1976
14083,1976-10-21,40.0,32.0,T,T,0.00,1976
14084,1976-10-22,45.0,21.0,0.00,0.00,0.00,1976
14085,1976-10-23,45.0,28.0,0.03,0.30,0.00,1976
14086,1976-10-24,44.0,33.0,0.05,0.50,T,1976
14087,1976-10-25,36.0,25.0,T,T,0.00,1976
14088,1976-10-26,39.0,25.0,T,T,T,1976
14089,1976-10-27,42.0,16.0,0.00,0.00,0.00,1976
14090,1976-10-28,55.0,30.0,0.00,0.00,0.00,1976
14091,1976-10-29,57.0,33.0,0.00,0.00,0.00,1976
14092,1976-10-30,59.0,35.0,0.00,0.00,0.00,1976
14093,1976-10-31,55.0,25.0,0.00,0.00,0.00,1976
14094,1976-11-01,59.0,33.0,0.00,0.00,0.00,1976
14095,1976-11-02,57.0,43.0,0.00,0.00,0.00,1976
14096,1976-11-03,43.0,31.0,T,T,0.00,1976
14097,1976-11-04,40.0,23.0,0.00,0.00,0.00,1976
14098,1976-11-05,48.0,25.0,0.00,0.00,0.00,1976
14099,1976-11-06,44.0,29.0,0.00,0.00,0.00,1976
14100,1976-11-07,32.0,14.0,0.00,0.00,0.00,1976
14101,1976-11-08,40.0,14.0,0.00,0.00,0.00,1976
14102,1976-11-09,46.0,29.0,T,T,0.00,1976
14103,1976-11-10,31.0,17.0,0.01,0.10,T,1976
14104,1976-11-11,29.0,14.0,0.00,0.00,T,1976
14105,1976-11-12,30.0,19.0,0.01,0.10,T,1976
14106,1976-11-13,34.0,17.0,T,T,T,1976
14107,1976-11-14,39.0,14.0,0.00,0.00,0.00,1976
14108,1976-11-15,45.0,26.0,0.00,0.00,0.00,1976
14109,1976-11-16,47.0,20.0,0.00,0.00,0.00,1976
14110,1976-11-17,51.0,25.0,0.00,0.00,0.00,1976
14111,1976-11-18,61.0,24.0,0.00,0.00,0.00,1976
14112,1976-11-19,45.0,26.0,0.00,0.00,0.00,1976
14113,1976-11-20,36.0,13.0,0.02,0.20,0.00,1976
14114,1976-11-21,36.0,29.0,0.02,0.20,T,1976
14115,1976-11-22,29.0,18.0,0.01,0.10,T,1976
14116,1976-11-23,24.0,15.0,T,T,T,1976
14117,1976-11-24,43.0,16.0,T,T,T,1976
14118,1976-11-25,42.0,29.0,0.09,0.70,0.00,1976
14119,1976-11-26,36.0,16.0,0.00,0.00,T,1976
14120,1976-11-27,16.0,2.0,T,T,T,1976
14121,1976-11-28,8.0,-1.0,T,T,T,1976
14122,1976-11-29,15.0,-1.0,T,T,T,1976
14123,1976-11-30,18.0,-6.0,T,T,T,1976
14124,1976-12-01,17.0,1.0,T,T,T,1976
14125,1976-12-02,9.0,-13.0,T,T,T,1976
14126,1976-12-03,18.0,7.0,0.09,2.20,2.00,1976
14127,1976-12-04,23.0,3.0,0.02,0.30,2.00,1976
14128,1976-12-05,27.0,7.0,0.16,1.90,2.00,1976
14129,1976-12-06,27.0,-10.0,0.02,0.20,4.00,1976
14130,1976-12-07,8.0,-11.0,T,T,4.00,1976
14131,1976-12-08,13.0,-9.0,T,T,4.00,1976
14132,1976-12-09,29.0,13.0,T,T,4.00,1976
14133,1976-12-10,25.0,-6.0,T,T,4.00,1976
14134,1976-12-11,26.0,-4.0,0.00,0.00,4.00,1976
14135,1976-12-12,29.0,0.0,0.04,0.80,4.00,1976
14136,1976-12-13,29.0,-4.0,0.00,0.00,4.00,1976
14137,1976-12-14,43.0,29.0,0.00,0.00,3.00,1976
14138,1976-12-15,41.0,19.0,0.00,0.00,T,1976
14139,1976-12-16,40.0,28.0,0.00,0.00,T,1976
14140,1976-12-17,41.0,25.0,0.00,0.00,T,1976
14141,1976-12-18,44.0,22.0,0.00,0.00,T,1976
14142,1976-12-19,32.0,15.0,0.03,0.30,T,1976
14143,1976-12-20,15.0,0.0,T,T,T,1976
14144,1976-12-21,23.0,-7.0,0.00,0.00,T,1976
14145,1976-12-22,31.0,3.0,T,0.30,T,1976
14146,1976-12-23,15.0,-2.0,0.00,0.00,T,1976
14147,1976-12-24,34.0,15.0,T,T,T,1976
14148,1976-12-25,30.0,25.0,0.01,0.10,T,1976
14149,1976-12-26,26.0,11.0,0.10,1.50,1.00,1976
14150,1976-12-27,29.0,10.0,0.02,0.30,2.00,1976
14151,1976-12-28,10.0,-7.0,T,T,2.00,1976
14152,1976-12-29,-2.0,-10.0,0.02,0.40,2.00,1976
14153,1976-12-30,-6.0,-19.0,T,T,2.00,1976
14154,1976-12-31,5.0,-23.0,0.00,0.00,2.00,1976
14155,1977-01-01,13.0,-1.0,0.00,0.00,2.00,1977
14156,1977-01-02,17.0,-6.0,0.03,0.70,2.00,1977
14157,1977-01-03,21.0,-9.0,0.03,1.00,3.00,1977
14158,1977-01-04,13.0,-13.0,T,T,4.00,1977
14159,1977-01-05,10.0,-7.0,T,T,4.00,1977
14160,1977-01-06,12.0,-4.0,T,T,3.00,1977
14161,1977-01-07,5.0,-14.0,0.22,3.50,3.00,1977
14162,1977-01-08,4.0,-23.0,T,T,7.00,1977
14163,1977-01-09,-11.0,-32.0,T,T,7.00,1977
14164,1977-01-10,-2.0,-27.0,0.00,0.00,7.00,1977
14165,1977-01-11,-4.0,-31.0,0.03,0.70,7.00,1977
14166,1977-01-12,0.0,-29.0,T,T,8.00,1977
14167,1977-01-13,15.0,-4.0,0.06,2.10,7.00,1977
14168,1977-01-14,6.0,-14.0,0.04,0.70,9.00,1977
14169,1977-01-15,-11.0,-22.0,0.00,0.00,9.00,1977
14170,1977-01-16,-12.0,-28.0,0.00,0.00,9.00,1977
14171,1977-01-17,1.0,-25.0,T,T,8.00,1977
14172,1977-01-18,12.0,-10.0,T,T,7.00,1977
14173,1977-01-19,15.0,-10.0,0.17,4.00,7.00,1977
14174,1977-01-20,25.0,8.0,T,T,11.00,1977
14175,1977-01-21,22.0,2.0,T,T,11.00,1977
14176,1977-01-22,26.0,-1.0,T,T,10.00,1977
14177,1977-01-23,33.0,22.0,0.00,0.00,10.00,1977
14178,1977-01-24,29.0,19.0,0.03,0.30,9.00,1977
14179,1977-01-25,24.0,16.0,T,T,9.00,1977
14180,1977-01-26,26.0,-9.0,0.03,0.30,9.00,1977
14181,1977-01-27,11.0,-17.0,0.01,0.10,9.00,1977
14182,1977-01-28,-4.0,-18.0,0.00,0.00,9.00,1977
14183,1977-01-29,2.0,-8.0,T,T,9.00,1977
14184,1977-01-30,8.0,-1.0,0.00,0.00,9.00,1977
14185,1977-01-31,14.0,-7.0,0.00,0.00,9.00,1977
14186,1977-02-01,18.0,3.0,T,T,8.00,1977
14187,1977-02-02,28.0,5.0,T,T,8.00,1977
14188,1977-02-03,31.0,15.0,0.01,0.10,8.00,1977
14189,1977-02-04,28.0,1.0,0.08,1.10,9.00,1977
14190,1977-02-05,8.0,-2.0,T,T,9.00,1977
14191,1977-02-06,9.0,-11.0,0.00,0.00,9.00,1977
14192,1977-02-07,20.0,-8.0,0.00,0.00,9.00,1977
14193,1977-02-08,32.0,12.0,0.00,0.00,7.00,1977
14194,1977-02-09,42.0,24.0,0.00,0.00,7.00,1977
14195,1977-02-10,47.0,21.0,0.00,0.00,7.00,1977
14196,1977-02-11,50.0,27.0,0.00,0.00,4.00,1977
14197,1977-02-12,40.0,32.0,0.02,0.10,2.00,1977
14198,1977-02-13,35.0,25.0,0.00,0.00,2.00,1977
14199,1977-02-14,26.0,14.0,T,T,2.00,1977
14200,1977-02-15,20.0,4.0,0.00,0.00,2.00,1977
14201,1977-02-16,31.0,1.0,0.00,0.00,1.00,1977
14202,1977-02-17,42.0,24.0,0.00,0.00,1.00,1977
14203,1977-02-18,35.0,17.0,T,T,T,1977
14204,1977-02-19,25.0,8.0,0.00,0.00,T,1977
14205,1977-02-20,28.0,14.0,T,T,T,1977
14206,1977-02-21,51.0,15.0,0.00,0.00,T,1977
14207,1977-02-22,41.0,23.0,0.00,0.00,T,1977
14208,1977-02-23,37.0,32.0,0.63,T,T,1977
14209,1977-02-24,37.0,23.0,0.16,0.10,T,1977
14210,1977-02-25,29.0,22.0,T,T,T,1977
14211,1977-02-26,34.0,16.0,T,T,T,1977
14212,1977-02-27,28.0,19.0,0.03,0.40,T,1977
14213,1977-02-28,31.0,13.0,0.00,0.00,T,1977
14214,1977-03-01,32.0,8.0,0.00,0.00,0.00,1977
14215,1977-03-02,30.0,19.0,0.24,2.50,T,1977
14216,1977-03-03,35.0,28.0,0.48,6.90,7.00,1977
14217,1977-03-04,34.0,28.0,0.13,1.60,9.00,1977
14218,1977-03-05,30.0,15.0,T,T,8.00,1977
14219,1977-03-06,32.0,13.0,0.00,0.00,8.00,1977
14220,1977-03-07,41.0,14.0,0.00,0.00,8.00,1977
14221,1977-03-08,46.0,26.0,0.00,0.00,6.00,1977
14222,1977-03-09,49.0,30.0,0.00,0.00,4.00,1977
14223,1977-03-10,56.0,38.0,0.00,0.00,1.00,1977
14224,1977-03-11,50.0,45.0,0.42,0.00,1.00,1977
14225,1977-03-12,50.0,42.0,0.21,0.00,T,1977
14226,1977-03-13,45.0,39.0,0.01,0.00,0.00,1977
14227,1977-03-14,55.0,41.0,T,0.00,0.00,1977
14228,1977-03-15,50.0,35.0,0.02,0.00,0.00,1977
14229,1977-03-16,46.0,31.0,0.00,0.00,0.00,1977
14230,1977-03-17,38.0,31.0,0.21,3.60,0.00,1977
14231,1977-03-18,40.0,31.0,0.01,T,2.00,1977
14232,1977-03-19,44.0,30.0,0.10,T,T,1977
14233,1977-03-20,43.0,25.0,0.00,0.00,0.00,1977
14234,1977-03-21,40.0,19.0,0.00,0.00,0.00,1977
14235,1977-03-22,50.0,20.0,0.01,0.00,0.00,1977
14236,1977-03-23,41.0,17.0,0.00,0.00,0.00,1977
14237,1977-03-24,57.0,30.0,0.00,0.00,0.00,1977
14238,1977-03-25,68.0,34.0,0.00,0.00,0.00,1977
14239,1977-03-26,64.0,46.0,0.12,0.00,0.00,1977
14240,1977-03-27,60.0,40.0,0.01,0.00,0.00,1977
14241,1977-03-28,54.0,37.0,0.30,0.00,0.00,1977
14242,1977-03-29,48.0,36.0,0.28,0.00,0.00,1977
14243,1977-03-30,47.0,31.0,0.11,T,0.00,1977
14244,1977-03-31,43.0,30.0,T,T,T,1977
14245,1977-04-01,41.0,30.0,0.15,0.00,0.00,1977
14246,1977-04-02,45.0,33.0,0.14,0.00,0.00,1977
14247,1977-04-03,44.0,25.0,0.01,T,0.00,1977
14248,1977-04-04,38.0,31.0,0.14,1.70,T,1977
14249,1977-04-05,38.0,26.0,0.01,0.10,0.00,1977
14250,1977-04-06,40.0,20.0,0.00,0.00,0.00,1977
14251,1977-04-07,55.0,31.0,0.00,0.00,0.00,1977
14252,1977-04-08,58.0,29.0,0.00,0.00,0.00,1977
14253,1977-04-09,73.0,38.0,0.00,0.00,0.00,1977
14254,1977-04-10,88.0,55.0,0.00,0.00,0.00,1977
14255,1977-04-11,76.0,57.0,0.00,0.00,0.00,1977
14256,1977-04-12,76.0,49.0,0.20,0.00,0.00,1977
14257,1977-04-13,68.0,44.0,0.32,0.00,0.00,1977
14258,1977-04-14,63.0,49.0,0.02,0.00,0.00,1977
14259,1977-04-15,79.0,51.0,T,0.00,0.00,1977
14260,1977-04-16,74.0,56.0,T,0.00,0.00,1977
14261,1977-04-17,66.0,59.0,0.14,0.00,0.00,1977
14262,1977-04-18,79.0,57.0,0.15,0.00,0.00,1977
14263,1977-04-19,69.0,55.0,0.15,0.00,0.00,1977
14264,1977-04-20,58.0,44.0,0.24,0.00,0.00,1977
14265,1977-04-21,64.0,43.0,0.13,0.00,0.00,1977
14266,1977-04-22,67.0,43.0,0.00,0.00,0.00,1977
14267,1977-04-23,73.0,47.0,0.00,0.00,0.00,1977
14268,1977-04-24,62.0,40.0,0.00,0.00,0.00,1977
14269,1977-04-25,63.0,34.0,0.00,0.00,0.00,1977
14270,1977-04-26,76.0,41.0,0.00,0.00,0.00,1977
14271,1977-04-27,85.0,44.0,T,0.00,0.00,1977
14272,1977-04-28,61.0,38.0,0.04,0.00,0.00,1977
14273,1977-04-29,70.0,40.0,0.00,0.00,0.00,1977
14274,1977-04-30,76.0,45.0,0.00,0.00,0.00,1977
14275,1977-05-01,71.0,48.0,T,0.00,0.00,1977
14276,1977-05-02,68.0,40.0,0.00,0.00,0.00,1977
14277,1977-05-03,68.0,49.0,T,0.00,0.00,1977
14278,1977-05-04,69.0,56.0,0.28,0.00,0.00,1977
14279,1977-05-05,72.0,45.0,0.11,0.00,0.00,1977
14280,1977-05-06,74.0,41.0,0.00,0.00,0.00,1977
14281,1977-05-07,68.0,43.0,0.00,0.00,0.00,1977
14282,1977-05-08,76.0,40.0,0.00,0.00,0.00,1977
14283,1977-05-09,68.0,42.0,0.00,0.00,0.00,1977
14284,1977-05-10,75.0,42.0,0.00,0.00,0.00,1977
14285,1977-05-11,78.0,53.0,0.00,0.00,0.00,1977
14286,1977-05-12,85.0,54.0,0.00,0.00,0.00,1977
14287,1977-05-13,89.0,59.0,0.00,0.00,0.00,1977
14288,1977-05-14,88.0,59.0,T,0.00,0.00,1977
14289,1977-05-15,87.0,64.0,0.16,0.00,0.00,1977
14290,1977-05-16,86.0,61.0,0.11,0.00,0.00,1977
14291,1977-05-17,81.0,62.0,0.39,0.00,0.00,1977
