,Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches),Year
15614,1980-12-30,45.0,25.0,0.00,0.00,T,1980
15615,1980-12-31,34.0,30.0,T,T,0.00,1980
15616,1981-01-01,32.0,13.0,0.04,0.40,T,1981
15617,1981-01-02,18.0,5.0,T,T,T,1981
15618,1981-01-03,5.0,-8.0,0.00,0.00,T,1981
15619,1981-01-04,6.0,-13.0,0.00,0.00,T,1981
15620,1981-01-05,28.0,1.0,0.00,0.00,T,1981
15621,1981-01-06,29.0,2.0,0.09,1.00,1.00,1981
15622,1981-01-07,6.0,-8.0,0.00,0.00,1.00,1981
15623,1981-01-08,14.0,0.0,0.00,0.00,1.00,1981
15624,1981-01-09,11.0,-4.0,T,T,1.00,1981
15625,1981-01-10,6.0,-7.0,0.01,0.10,1.00,1981
15626,1981-01-11,15.0,-11.0,T,T,1.00,1981
15627,1981-01-12,41.0,10.0,T,T,1.00,1981
15628,1981-01-13,31.0,13.0,0.02,0.30,T,1981
15629,1981-01-14,30.0,16.0,0.03,0.50,1.00,1981
15630,1981-01-15,17.0,2.0,T,T,1.00,1981
15631,1981-01-16,16.0,-1.0,0.00,0.00,1.00,1981
15632,1981-01-17,40.0,5.0,0.00,0.00,1.00,1981
15633,1981-01-18,46.0,14.0,0.00,0.00,T,1981
15634,1981-01-19,44.0,16.0,0.00,0.00,T,1981
15635,1981-01-20,38.0,14.0,0.00,0.00,T,1981
15636,1981-01-21,42.0,20.0,0.00,0.00,T,1981
15637,1981-01-22,47.0,15.0,0.00,0.00,T,1981
15638,1981-01-23,48.0,17.0,0.00,0.00,T,1981
15639,1981-01-24,57.0,25.0,0.00,0.00,0.00,1981
15640,1981-01-25,52.0,32.0,T,T,0.00,1981
15641,1981-01-26,35.0,24.0,T,T,T,1981
15642,1981-01-27,24.0,9.0,0.02,0.30,T,1981
15643,1981-01-28,20.0,5.0,T,T,T,1981
15644,1981-01-29,22.0,4.0,0.00,0.00,T,1981
15645,1981-01-30,30.0,2.0,0.00,0.00,T,1981
15646,1981-01-31,32.0,20.0,0.09,2.00,T,1981
15647,1981-02-01,25.0,-2.0,0.11,1.60,3.00,1981
15648,1981-02-02,2.0,-7.0,T,T,3.00,1981
15649,1981-02-03,13.0,-8.0,0.00,0.00,3.00,1981
15650,1981-02-04,9.0,-5.0,0.00,0.00,3.00,1981
15651,1981-02-05,26.0,3.0,0.02,0.30,3.00,1981
15652,1981-02-06,26.0,10.0,0.11,1.60,3.00,1981
15653,1981-02-07,27.0,8.0,0.11,1.90,5.00,1981
15654,1981-02-08,14.0,5.0,T,0.20,6.00,1981
15655,1981-02-09,8.0,-4.0,0.02,0.40,6.00,1981
15656,1981-02-10,2.0,-12.0,0.07,1.40,7.00,1981
15657,1981-02-11,1.0,-20.0,0.00,0.00,8.00,1981
15658,1981-02-12,13.0,-2.0,0.03,0.30,8.00,1981
15659,1981-02-13,37.0,-1.0,T,T,7.00,1981
15660,1981-02-14,42.0,15.0,0.00,0.00,5.00,1981
15661,1981-02-15,50.0,37.0,T,0.00,4.00,1981
15662,1981-02-16,60.0,35.0,0.00,0.00,T,1981
15663,1981-02-17,55.0,33.0,0.00,0.00,T,1981
15664,1981-02-18,58.0,35.0,T,0.00,0.00,1981
15665,1981-02-19,57.0,33.0,0.00,0.00,0.00,1981
15666,1981-02-20,57.0,27.0,0.00,0.00,0.00,1981
15667,1981-02-21,42.0,33.0,0.50,2.10,0.00,1981
15668,1981-02-22,40.0,33.0,0.06,0.20,1.00,1981
15669,1981-02-23,43.0,30.0,0.10,1.00,T,1981
15670,1981-02-24,47.0,26.0,0.00,0.00,T,1981
15671,1981-02-25,39.0,24.0,0.00,0.00,0.00,1981
15672,1981-02-26,37.0,22.0,0.00,0.00,0.00,1981
15673,1981-02-27,34.0,32.0,1.01,T,0.00,1981
15674,1981-02-28,34.0,28.0,T,T,0.00,1981
15675,1981-03-01,42.0,23.0,0.00,0.00,0.00,1981
15676,1981-03-02,29.0,16.0,0.00,0.00,0.00,1981
15677,1981-03-03,42.0,15.0,0.00,0.00,0.00,1981
15678,1981-03-04,34.0,21.0,0.00,0.00,0.00,1981
15679,1981-03-05,38.0,17.0,T,T,0.00,1981
15680,1981-03-06,30.0,15.0,T,T,T,1981
15681,1981-03-07,40.0,13.0,0.00,0.00,0.00,1981
15682,1981-03-08,44.0,19.0,0.00,0.00,0.00,1981
15683,1981-03-09,43.0,27.0,0.00,0.00,0.00,1981
15684,1981-03-10,42.0,27.0,0.01,0.10,0.00,1981
15685,1981-03-11,53.0,23.0,0.00,0.00,0.00,1981
15686,1981-03-12,54.0,32.0,0.00,0.00,0.00,1981
15687,1981-03-13,41.0,28.0,0.00,0.00,0.00,1981
15688,1981-03-14,61.0,20.0,T,0.00,0.00,1981
15689,1981-03-15,55.0,29.0,0.00,0.00,0.00,1981
15690,1981-03-16,52.0,20.0,0.00,0.00,0.00,1981
15691,1981-03-17,41.0,27.0,0.00,0.00,0.00,1981
15692,1981-03-18,39.0,22.0,0.00,0.00,0.00,1981
15693,1981-03-19,43.0,25.0,0.00,0.00,0.00,1981
15694,1981-03-20,45.0,21.0,0.00,0.00,0.00,1981
15695,1981-03-21,49.0,25.0,0.00,0.00,0.00,1981
15696,1981-03-22,56.0,26.0,0.00,0.00,0.00,1981
15697,1981-03-23,58.0,32.0,0.00,0.00,0.00,1981
15698,1981-03-24,60.0,33.0,0.00,0.00,0.00,1981
15699,1981-03-25,59.0,37.0,0.20,T,0.00,1981
15700,1981-03-26,48.0,36.0,0.00,0.00,0.00,1981
15701,1981-03-27,58.0,33.0,0.00,0.00,0.00,1981
15702,1981-03-28,75.0,48.0,0.09,0.00,0.00,1981
15703,1981-03-29,64.0,46.0,0.35,0.00,0.00,1981
15704,1981-03-30,50.0,38.0,0.01,0.00,0.00,1981
15705,1981-03-31,62.0,38.0,0.05,0.00,0.00,1981
15706,1981-04-01,52.0,37.0,0.03,0.00,0.00,1981
15707,1981-04-02,78.0,36.0,0.00,0.00,0.00,1981
15708,1981-04-03,58.0,38.0,0.08,0.00,0.00,1981
15709,1981-04-04,38.0,31.0,0.40,1.70,1.00,1981
15710,1981-04-05,47.0,27.0,0.00,0.00,1.00,1981
15711,1981-04-06,60.0,28.0,0.00,0.00,0.00,1981
15712,1981-04-07,63.0,44.0,T,0.00,0.00,1981
15713,1981-04-08,62.0,43.0,T,0.00,0.00,1981
15714,1981-04-09,68.0,35.0,T,0.00,0.00,1981
15715,1981-04-10,71.0,45.0,T,0.00,0.00,1981
15716,1981-04-11,55.0,42.0,0.03,0.00,0.00,1981
15717,1981-04-12,67.0,41.0,0.00,0.00,0.00,1981
15718,1981-04-13,57.0,38.0,0.18,0.00,0.00,1981
15719,1981-04-14,47.0,29.0,0.00,0.00,0.00,1981
15720,1981-04-15,63.0,29.0,0.00,0.00,0.00,1981
15721,1981-04-16,61.0,44.0,0.01,0.00,0.00,1981
15722,1981-04-17,72.0,42.0,0.00,0.00,0.00,1981
15723,1981-04-18,61.0,32.0,0.03,0.00,0.00,1981
15724,1981-04-19,60.0,38.0,0.10,0.00,0.00,1981
15725,1981-04-20,50.0,32.0,0.00,0.00,0.00,1981
15726,1981-04-21,49.0,38.0,0.26,T,0.00,1981
15727,1981-04-22,57.0,43.0,0.42,0.00,0.00,1981
15728,1981-04-23,44.0,40.0,0.14,0.00,0.00,1981
15729,1981-04-24,57.0,40.0,0.00,0.00,0.00,1981
15730,1981-04-25,61.0,37.0,T,0.00,0.00,1981
15731,1981-04-26,70.0,45.0,0.00,0.00,0.00,1981
15732,1981-04-27,74.0,51.0,0.13,0.00,0.00,1981
15733,1981-04-28,56.0,46.0,0.00,0.00,0.00,1981
15734,1981-04-29,62.0,45.0,0.26,0.00,0.00,1981
15735,1981-04-30,65.0,41.0,0.10,0.00,0.00,1981
15736,1981-05-01,60.0,38.0,0.00,0.00,0.00,1981
15737,1981-05-02,73.0,44.0,T,0.00,0.00,1981
15738,1981-05-03,73.0,59.0,0.93,0.00,0.00,1981
15739,1981-05-04,64.0,51.0,0.22,0.00,0.00,1981
15740,1981-05-05,64.0,49.0,0.01,0.00,0.00,1981
15741,1981-05-06,61.0,37.0,0.00,0.00,0.00,1981
15742,1981-05-07,63.0,37.0,0.00,0.00,0.00,1981
15743,1981-05-08,62.0,49.0,0.14,0.00,0.00,1981
15744,1981-05-09,53.0,37.0,0.00,0.00,0.00,1981
15745,1981-05-10,56.0,30.0,0.00,0.00,0.00,1981
15746,1981-05-11,61.0,34.0,0.00,0.00,0.00,1981
15747,1981-05-12,60.0,39.0,0.00,0.00,0.00,1981
15748,1981-05-13,68.0,37.0,0.00,0.00,0.00,1981
15749,1981-05-14,72.0,38.0,0.00,0.00,0.00,1981
15750,1981-05-15,76.0,39.0,0.00,0.00,0.00,1981
15751,1981-05-16,74.0,51.0,0.00,0.00,0.00,1981
15752,1981-05-17,61.0,50.0,0.01,0.00,0.00,1981
15753,1981-05-18,67.0,43.0,0.00,0.00,0.00,1981
15754,1981-05-19,73.0,38.0,0.00,0.00,0.00,1981
15755,1981-05-20,80.0,44.0,0.00,0.00,0.00,1981
15756,1981-05-21,83.0,49.0,0.00,0.00,0.00,1981
15757,1981-05-22,78.0,59.0,T,0.00,0.00,1981
15758,1981-05-23,73.0,60.0,0.50,0.00,0.00,1981
15759,1981-05-24,63.0,50.0,T,0.00,0.00,1981
15760,1981-05-25,60.0,50.0,T,0.00,0.00,1981
15761,1981-05-26,65.0,55.0,T,0.00,0.00,1981
15762,1981-05-27,72.0,54.0,0.00,0.00,0.00,1981
15763,1981-05-28,69.0,58.0,0.37,0.00,0.00,1981
15764,1981-05-29,78.0,55.0,0.00,0.00,0.00,1981
15765,1981-05-30,67.0,51.0,0.00,0.00,0.00,1981
15766,1981-05-31,75.0,46.0,T,0.00,0.00,1981
15767,1981-06-01,80.0,62.0,0.00,0.00,0.00,1981
15768,1981-06-02,75.0,57.0,0.10,0.00,0.00,1981
15769,1981-06-03,76.0,54.0,T,0.00,0.00,1981
15770,1981-06-04,78.0,49.0,0.00,0.00,0.00,1981
15771,1981-06-05,83.0,60.0,T,0.00,0.00,1981
15772,1981-06-06,84.0,52.0,0.00,0.00,0.00,1981
15773,1981-06-07,89.0,60.0,0.20,0.00,0.00,1981
15774,1981-06-08,71.0,57.0,0.07,0.00,0.00,1981
15775,1981-06-09,72.0,57.0,0.03,0.00,0.00,1981
15776,1981-06-10,79.0,55.0,0.00,0.00,0.00,1981
15777,1981-06-11,79.0,56.0,0.28,0.00,0.00,1981
15778,1981-06-12,81.0,59.0,0.30,0.00,0.00,1981
15779,1981-06-13,84.0,64.0,0.70,0.00,0.00,1981
15780,1981-06-14,82.0,65.0,1.64,0.00,0.00,1981
15781,1981-06-15,72.0,58.0,T,0.00,0.00,1981
15782,1981-06-16,74.0,53.0,T,0.00,0.00,1981
15783,1981-06-17,83.0,56.0,0.00,0.00,0.00,1981
15784,1981-06-18,72.0,53.0,0.00,0.00,0.00,1981
15785,1981-06-19,70.0,49.0,0.05,0.00,0.00,1981
15786,1981-06-20,69.0,56.0,0.01,0.00,0.00,1981
15787,1981-06-21,63.0,55.0,0.35,0.00,0.00,1981
15788,1981-06-22,70.0,50.0,T,0.00,0.00,1981
15789,1981-06-23,69.0,51.0,0.15,0.00,0.00,1981
15790,1981-06-24,78.0,60.0,T,0.00,0.00,1981
15791,1981-06-25,80.0,55.0,0.00,0.00,0.00,1981
15792,1981-06-26,85.0,53.0,0.00,0.00,0.00,1981
15793,1981-06-27,83.0,61.0,0.00,0.00,0.00,1981
15794,1981-06-28,79.0,68.0,0.54,0.00,0.00,1981
15795,1981-06-29,78.0,61.0,T,0.00,0.00,1981
15796,1981-06-30,79.0,59.0,0.00,0.00,0.00,1981
15797,1981-07-01,79.0,59.0,0.00,0.00,0.00,1981
15798,1981-07-02,81.0,58.0,0.00,0.00,0.00,1981
15799,1981-07-03,82.0,65.0,0.00,0.00,0.00,1981
15800,1981-07-04,85.0,64.0,0.00,0.00,0.00,1981
15801,1981-07-05,87.0,60.0,0.00,0.00,0.00,1981
15802,1981-07-06,89.0,64.0,0.00,0.00,0.00,1981
15803,1981-07-07,89.0,71.0,0.00,0.00,0.00,1981
15804,1981-07-08,91.0,62.0,0.00,0.00,0.00,1981
15805,1981-07-09,83.0,52.0,0.00,0.00,0.00,1981
15806,1981-07-10,88.0,58.0,0.00,0.00,0.00,1981
15807,1981-07-11,84.0,68.0,2.38,0.00,0.00,1981
15808,1981-07-12,81.0,69.0,T,0.00,0.00,1981
15809,1981-07-13,87.0,67.0,0.00,0.00,0.00,1981
15810,1981-07-14,74.0,64.0,0.70,0.00,0.00,1981
15811,1981-07-15,69.0,59.0,T,0.00,0.00,1981
15812,1981-07-16,80.0,56.0,0.00,0.00,0.00,1981
15813,1981-07-17,87.0,63.0,0.03,0.00,0.00,1981
15814,1981-07-18,83.0,62.0,0.00,0.00,0.00,1981
15815,1981-07-19,85.0,66.0,T,0.00,0.00,1981
15816,1981-07-20,83.0,64.0,0.32,0.00,0.00,1981
15817,1981-07-21,70.0,61.0,0.00,0.00,0.00,1981
15818,1981-07-22,73.0,60.0,0.02,0.00,0.00,1981
15819,1981-07-23,78.0,62.0,0.01,0.00,0.00,1981
15820,1981-07-24,79.0,61.0,0.46,0.00,0.00,1981
15821,1981-07-25,73.0,61.0,0.00,0.00,0.00,1981
15822,1981-07-26,72.0,57.0,T,0.00,0.00,1981
15823,1981-07-27,67.0,52.0,0.11,0.00,0.00,1981
15824,1981-07-28,74.0,50.0,T,0.00,0.00,1981
15825,1981-07-29,74.0,51.0,0.00,0.00,0.00,1981
15826,1981-07-30,82.0,65.0,0.00,0.00,0.00,1981
15827,1981-07-31,83.0,68.0,0.06,0.00,0.00,1981
15828,1981-08-01,74.0,66.0,0.38,0.00,0.00,1981
15829,1981-08-02,81.0,66.0,0.00,0.00,0.00,1981
15830,1981-08-03,85.0,64.0,0.00,0.00,0.00,1981
15831,1981-08-04,83.0,65.0,0.00,0.00,0.00,1981
15832,1981-08-05,81.0,65.0,0.11,0.00,0.00,1981
15833,1981-08-06,79.0,62.0,0.08,0.00,0.00,1981
15834,1981-08-07,76.0,61.0,0.19,0.00,0.00,1981
15835,1981-08-08,80.0,56.0,0.00,0.00,0.00,1981
15836,1981-08-09,75.0,59.0,0.00,0.00,0.00,1981
15837,1981-08-10,75.0,53.0,0.00,0.00,0.00,1981
15838,1981-08-11,81.0,58.0,0.07,0.00,0.00,1981
15839,1981-08-12,87.0,65.0,0.00,0.00,0.00,1981
15840,1981-08-13,86.0,65.0,T,0.00,0.00,1981
15841,1981-08-14,77.0,65.0,1.00,0.00,0.00,1981
15842,1981-08-15,78.0,60.0,0.00,0.00,0.00,1981
15843,1981-08-16,71.0,55.0,0.00,0.00,0.00,1981
15844,1981-08-17,72.0,49.0,0.00,0.00,0.00,1981
15845,1981-08-18,74.0,50.0,0.00,0.00,0.00,1981
15846,1981-08-19,75.0,53.0,0.00,0.00,0.00,1981
15847,1981-08-20,76.0,54.0,0.00,0.00,0.00,1981
15848,1981-08-21,80.0,57.0,0.00,0.00,0.00,1981
15849,1981-08-22,82.0,62.0,0.16,0.00,0.00,1981
15850,1981-08-23,83.0,67.0,0.06,0.00,0.00,1981
15851,1981-08-24,80.0,67.0,0.02,0.00,0.00,1981
15852,1981-08-25,74.0,66.0,0.79,0.00,0.00,1981
15853,1981-08-26,71.0,66.0,0.59,0.00,0.00,1981
15854,1981-08-27,71.0,64.0,1.23,0.00,0.00,1981
15855,1981-08-28,68.0,62.0,0.04,0.00,0.00,1981
15856,1981-08-29,73.0,62.0,0.00,0.00,0.00,1981
15857,1981-08-30,81.0,59.0,0.00,0.00,0.00,1981
15858,1981-08-31,83.0,63.0,0.01,0.00,0.00,1981
15859,1981-09-01,67.0,53.0,0.00,0.00,0.00,1981
15860,1981-09-02,74.0,46.0,0.00,0.00,0.00,1981
15861,1981-09-03,71.0,53.0,0.00,0.00,0.00,1981
15862,1981-09-04,71.0,50.0,0.00,0.00,0.00,1981
15863,1981-09-05,71.0,53.0,0.00,0.00,0.00,1981
15864,1981-09-06,81.0,55.0,0.03,0.00,0.00,1981
15865,1981-09-07,74.0,57.0,0.19,0.00,0.00,1981
15866,1981-09-08,78.0,51.0,0.00,0.00,0.00,1981
15867,1981-09-09,86.0,52.0,0.00,0.00,0.00,1981
15868,1981-09-10,89.0,55.0,0.00,0.00,0.00,1981
15869,1981-09-11,84.0,57.0,0.00,0.00,0.00,1981
15870,1981-09-12,81.0,51.0,0.00,0.00,0.00,1981
15871,1981-09-13,87.0,55.0,0.00,0.00,0.00,1981
15872,1981-09-14,74.0,51.0,T,0.00,0.00,1981
15873,1981-09-15,66.0,48.0,0.07,0.00,0.00,1981
15874,1981-09-16,60.0,44.0,T,0.00,0.00,1981
15875,1981-09-17,62.0,39.0,0.00,0.00,0.00,1981
15876,1981-09-18,71.0,41.0,0.00,0.00,0.00,1981
15877,1981-09-19,74.0,45.0,0.00,0.00,0.00,1981
15878,1981-09-20,72.0,42.0,T,0.00,0.00,1981
15879,1981-09-21,68.0,48.0,0.47,0.00,0.00,1981
15880,1981-09-22,63.0,44.0,0.00,0.00,0.00,1981
15881,1981-09-23,56.0,45.0,0.06,0.00,0.00,1981
15882,1981-09-24,68.0,54.0,0.07,0.00,0.00,1981
15883,1981-09-25,66.0,59.0,0.01,0.00,0.00,1981
15884,1981-09-26,71.0,53.0,0.36,0.00,0.00,1981
15885,1981-09-27,57.0,41.0,0.00,0.00,0.00,1981
15886,1981-09-28,62.0,33.0,T,0.00,0.00,1981
15887,1981-09-29,67.0,49.0,T,0.00,0.00,1981
15888,1981-09-30,58.0,47.0,0.20,0.00,0.00,1981
15889,1981-10-01,49.0,33.0,T,0.00,0.00,1981
15890,1981-10-02,57.0,31.0,0.00,0.00,0.00,1981
15891,1981-10-03,54.0,38.0,0.53,0.00,0.00,1981
15892,1981-10-04,56.0,47.0,0.08,0.00,0.00,1981
15893,1981-10-05,58.0,50.0,0.33,0.00,0.00,1981
15894,1981-10-06,56.0,37.0,0.04,0.00,0.00,1981
15895,1981-10-07,61.0,31.0,0.00,0.00,0.00,1981
15896,1981-10-08,64.0,40.0,0.00,0.00,0.00,1981
15897,1981-10-09,54.0,40.0,0.08,0.00,0.00,1981
15898,1981-10-10,60.0,48.0,0.01,0.00,0.00,1981
15899,1981-10-11,60.0,42.0,0.00,0.00,0.00,1981
15900,1981-10-12,65.0,51.0,T,0.00,0.00,1981
15901,1981-10-13,64.0,57.0,0.73,0.00,0.00,1981
15902,1981-10-14,62.0,50.0,0.09,0.00,0.00,1981
15903,1981-10-15,59.0,40.0,T,0.00,0.00,1981
15904,1981-10-16,65.0,37.0,T,0.00,0.00,1981
15905,1981-10-17,59.0,45.0,0.69,0.00,0.00,1981
15906,1981-10-18,46.0,31.0,0.02,0.00,0.00,1981
15907,1981-10-19,66.0,25.0,0.00,0.00,0.00,1981
15908,1981-10-20,55.0,37.0,0.00,0.00,0.00,1981
15909,1981-10-21,44.0,29.0,T,T,0.00,1981
15910,1981-10-22,42.0,23.0,T,T,0.00,1981
15911,1981-10-23,34.0,20.0,0.00,0.00,0.00,1981
15912,1981-10-24,36.0,22.0,0.09,0.90,0.00,1981
15913,1981-10-25,41.0,27.0,T,T,T,1981
15914,1981-10-26,52.0,23.0,0.00,0.00,0.00,1981
15915,1981-10-27,62.0,34.0,0.00,0.00,0.00,1981
15916,1981-10-28,57.0,40.0,0.00,0.00,0.00,1981
15917,1981-10-29,63.0,46.0,0.00,0.00,0.00,1981
15918,1981-10-30,65.0,51.0,T,0.00,0.00,1981
15919,1981-10-31,63.0,36.0,0.00,0.00,0.00,1981
15920,1981-11-01,62.0,29.0,0.00,0.00,0.00,1981
15921,1981-11-02,66.0,28.0,0.00,0.00,0.00,1981
15922,1981-11-03,66.0,38.0,0.00,0.00,0.00,1981
15923,1981-11-04,65.0,47.0,0.00,0.00,0.00,1981
15924,1981-11-05,55.0,38.0,0.00,0.00,0.00,1981
15925,1981-11-06,55.0,28.0,0.00,0.00,0.00,1981
15926,1981-11-07,65.0,30.0,0.00,0.00,0.00,1981
15927,1981-11-08,52.0,29.0,0.00,0.00,0.00,1981
15928,1981-11-09,41.0,21.0,0.00,0.00,0.00,1981
15929,1981-11-10,54.0,33.0,0.00,0.00,0.00,1981
15930,1981-11-11,50.0,23.0,0.00,0.00,0.00,1981
15931,1981-11-12,57.0,31.0,0.00,0.00,0.00,1981
15932,1981-11-13,62.0,35.0,0.00,0.00,0.00,1981
15933,1981-11-14,61.0,47.0,0.00,0.00,0.00,1981
15934,1981-11-15,58.0,48.0,0.00,0.00,0.00,1981
15935,1981-11-16,59.0,32.0,0.00,0.00,0.00,1981
15936,1981-11-17,49.0,28.0,0.00,0.00,0.00,1981
15937,1981-11-18,42.0,33.0,0.82,4.20,0.00,1981
15938,1981-11-19,34.0,28.0,0.87,6.20,8.00,1981
15939,1981-11-20,28.0,17.0,0.01,0.10,10.00,1981
15940,1981-11-21,24.0,6.0,T,T,8.00,1981
15941,1981-11-22,28.0,9.0,0.00,0.00,8.00,1981
15942,1981-11-23,33.0,22.0,0.13,0.30,7.00,1981
15943,1981-11-24,34.0,29.0,T,T,7.00,1981
15944,1981-11-25,37.0,31.0,0.03,T,5.00,1981
15945,1981-11-26,37.0,31.0,0.16,0.90,3.00,1981
15946,1981-11-27,32.0,28.0,0.00,0.00,3.00,1981
15947,1981-11-28,32.0,24.0,0.00,0.00,3.00,1981
15948,1981-11-29,35.0,25.0,T,T,3.00,1981
15949,1981-11-30,35.0,23.0,0.14,2.30,3.00,1981
15950,1981-12-01,35.0,31.0,0.20,1.50,6.00,1981
15951,1981-12-02,31.0,19.0,0.01,0.20,6.00,1981
15952,1981-12-03,29.0,15.0,0.08,2.10,6.00,1981
15953,1981-12-04,32.0,11.0,0.00,0.00,8.00,1981
15954,1981-12-05,26.0,9.0,T,T,8.00,1981
15955,1981-12-06,38.0,26.0,0.00,0.00,6.00,1981
15956,1981-12-07,39.0,28.0,0.00,0.00,5.00,1981
15957,1981-12-08,32.0,27.0,0.00,0.00,4.00,1981
15958,1981-12-09,28.0,15.0,T,T,4.00,1981
15959,1981-12-10,25.0,10.0,0.00,0.00,4.00,1981
15960,1981-12-11,31.0,23.0,0.00,0.00,3.00,1981
15961,1981-12-12,35.0,29.0,0.03,0.30,3.00,1981
15962,1981-12-13,33.0,25.0,0.09,1.10,3.00,1981
15963,1981-12-14,25.0,3.0,0.02,0.10,4.00,1981
15964,1981-12-15,12.0,-1.0,0.00,0.00,4.00,1981
15965,1981-12-16,6.0,-3.0,0.00,0.00,4.00,1981
15966,1981-12-17,8.0,-2.0,0.00,0.00,4.00,1981
15967,1981-12-18,8.0,-9.0,T,T,4.00,1981
15968,1981-12-19,6.0,-11.0,0.00,0.00,4.00,1981
15969,1981-12-20,33.0,-3.0,0.10,0.50,4.00,1981
15970,1981-12-21,34.0,17.0,0.00,0.00,4.00,1981
15971,1981-12-22,28.0,12.0,0.00,0.00,4.00,1981
15972,1981-12-23,23.0,6.0,T,T,4.00,1981
15973,1981-12-24,26.0,8.0,0.00,0.00,4.00,1981
15974,1981-12-25,23.0,12.0,0.01,0.10,4.00,1981
15975,1981-12-26,29.0,21.0,0.15,1.40,5.00,1981
15976,1981-12-27,25.0,12.0,0.01,0.10,5.00,1981
15977,1981-12-28,13.0,-7.0,0.00,0.00,6.00,1981
15978,1981-12-29,9.0,-9.0,T,0.10,6.00,1981
15979,1981-12-30,28.0,-5.0,0.05,1.10,6.00,1981
15980,1981-12-31,28.0,-1.0,0.17,2.00,8.00,1981
15981,1982-01-01,10.0,-12.0,0.00,0.00,8.00,1982
15982,1982-01-02,24.0,10.0,0.24,3.30,7.00,1982
15983,1982-01-03,15.0,-6.0,0.00,0.00,10.00,1982
15984,1982-01-04,16.0,0.0,0.00,0.00,10.00,1982
15985,1982-01-05,21.0,-1.0,0.00,0.00,10.00,1982
15986,1982-01-06,-1.0,-14.0,0.00,0.00,10.00,1982
15987,1982-01-07,5.0,-20.0,0.00,0.00,10.00,1982
15988,1982-01-08,14.0,-10.0,0.00,0.00,10.00,1982
15989,1982-01-09,-10.0,-23.0,0.00,0.00,9.00,1982
15990,1982-01-10,0.0,-26.0,0.00,0.00,9.00,1982
15991,1982-01-11,6.0,-3.0,0.00,0.00,9.00,1982
15992,1982-01-12,10.0,-2.0,T,0.10,9.00,1982
15993,1982-01-13,7.0,-10.0,0.02,0.50,9.00,1982
15994,1982-01-14,0.0,-21.0,0.00,0.00,9.00,1982
15995,1982-01-15,10.0,-16.0,0.10,1.50,9.00,1982
15996,1982-01-16,-16.0,-23.0,0.00,0.00,10.00,1982
15997,1982-01-17,8.0,-23.0,0.03,0.90,10.00,1982
15998,1982-01-18,17.0,6.0,0.02,0.40,11.00,1982
15999,1982-01-19,23.0,4.0,0.00,0.00,11.00,1982
16000,1982-01-20,14.0,2.0,0.80,17.10,9.00,1982
16001,1982-01-21,17.0,13.0,0.01,0.30,24.00,1982
16002,1982-01-22,17.0,13.0,0.89,17.20,19.00,1982
16003,1982-01-23,16.0,-7.0,0.21,2.80,38.00,1982
16004,1982-01-24,-7.0,-21.0,0.10,1.70,35.00,1982
16005,1982-01-25,3.0,-14.0,0.03,0.60,32.00,1982
16006,1982-01-26,16.0,-18.0,0.00,0.00,24.00,1982
16007,1982-01-27,39.0,16.0,0.00,0.00,22.00,1982
16008,1982-01-28,23.0,-1.0,0.00,0.00,21.00,1982
16009,1982-01-29,31.0,9.0,0.00,0.00,19.00,1982
16010,1982-01-30,18.0,-3.0,0.00,0.00,18.00,1982
16011,1982-01-31,9.0,-12.0,0.00,0.00,18.00,1982
16012,1982-02-01,15.0,-14.0,0.19,3.10,18.00,1982
16013,1982-02-02,17.0,-4.0,0.12,1.80,21.00,1982
16014,1982-02-03,-4.0,-18.0,0.00,0.00,20.00,1982
16015,1982-02-04,-1.0,-17.0,0.01,0.10,19.00,1982
16016,1982-02-05,-3.0,-18.0,0.00,0.00,19.00,1982
16017,1982-02-06,16.0,-22.0,T,T,17.00,1982
16018,1982-02-07,23.0,2.0,T,T,17.00,1982
16019,1982-02-08,10.0,-3.0,0.00,0.00,17.00,1982
16020,1982-02-09,-2.0,-15.0,0.00,0.00,17.00,1982
16021,1982-02-10,9.0,-16.0,0.00,0.00,17.00,1982
16022,1982-02-11,16.0,-1.0,0.00,0.00,17.00,1982
16023,1982-02-12,18.0,-3.0,T,T,17.00,1982
16024,1982-02-13,23.0,14.0,T,T,17.00,1982
16025,1982-02-14,33.0,20.0,0.00,0.00,17.00,1982
16026,1982-02-15,32.0,16.0,0.00,0.00,17.00,1982
16027,1982-02-16,37.0,27.0,0.00,0.00,17.00,1982
16028,1982-02-17,32.0,24.0,T,T,16.00,1982
16029,1982-02-18,36.0,32.0,T,0.00,16.00,1982
16030,1982-02-19,39.0,29.0,0.00,0.00,16.00,1982
16031,1982-02-20,45.0,29.0,0.00,0.00,16.00,1982
16032,1982-02-21,38.0,23.0,0.00,0.00,11.00,1982
16033,1982-02-22,49.0,25.0,0.00,0.00,11.00,1982
16034,1982-02-23,34.0,23.0,0.00,0.00,11.00,1982
16035,1982-02-24,27.0,13.0,0.11,2.40,13.00,1982
16036,1982-02-25,27.0,5.0,0.00,0.00,13.00,1982
16037,1982-02-26,34.0,11.0,0.00,0.00,13.00,1982
16038,1982-02-27,36.0,20.0,0.00,0.00,13.00,1982
16039,1982-02-28,41.0,24.0,0.00,0.00,13.00,1982
16040,1982-03-01,28.0,17.0,T,T,12.00,1982
16041,1982-03-02,24.0,15.0,0.03,0.30,12.00,1982
